ID,Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Healthy
1617,14,2,1,4.0,51.0,0,0,0,1.0,1,0,0,13.0,2.0,3,3.0,58.0,1
1618,7,0,1,1.0,41.0,0,2,3,1.0,0,0,0,10.0,2.0,3,1.0,68.0,1
1619,7,0,1,4.0,50.0,1,0,3,3.0,0,0,0,11.0,1.0,3,1.0,79.0,1
1620,4,2,0,8.0,37.0,1,3,1,0.0,1,0,0,14.0,1.0,3,2.0,69.0,1
1621,13,1,1,9.0,54.0,1,1,2,5.0,0,0,0,13.0,4.0,2,3.0,64.0,1
1622,9,0,1,12.0,37.0,1,0,2,4.0,1,0,0,11.0,0.0,3,1.0,82.0,1
1623,5,2,0,10.0,61.0,1,0,3,2.0,1,1,0,12.0,1.0,3,2.0,81.0,0
1624,11,2,0,7.0,33.0,1,0,3,1.0,1,0,0,12.0,2.0,1,1.0,57.0,1
1625,10,0,1,13.0,51.0,1,1,2,0.0,0,1,0,11.0,0.0,0,2.0,69.0,0
1626,13,1,1,3.0,64.0,1,2,1,2.0,1,0,0,11.0,2.0,0,0.0,84.0,1
1627,14,2,0,1.0,36.0,1,0,1,1.0,0,0,0,11.0,0.0,2,1.0,56.0,1
1628,3,0,0,6.0,65.0,1,3,3,3.0,0,0,0,12.0,4.0,3,3.0,57.0,1
1629,7,0,0,10.0,50.0,1,3,0,0.0,1,1,0,10.0,0.0,1,3.0,38.0,0
1630,7,0,0,8.0,35.0,0,0,2,1.0,0,0,0,11.0,1.0,3,2.0,52.0,1
1631,0,1,0,5.0,26.0,0,0,1,2.0,0,0,0,10.0,2.0,3,4.0,62.0,1
1632,2,1,0,4.0,44.0,0,0,0,4.0,1,1,0,11.0,0.0,3,0.0,76.0,0
1633,2,1,0,12.0,61.0,1,1,3,1.0,0,0,0,10.0,0.0,3,2.0,92.0,0
1634,4,2,1,6.0,55.0,0,1,3,3.0,0,1,0,13.0,2.0,3,3.0,73.0,1
1635,4,2,0,5.0,53.0,1,3,1,3.0,1,0,0,13.0,0.0,3,2.0,95.0,1
1636,14,2,1,8.0,33.0,1,0,2,1.0,0,1,0,11.0,0.0,2,4.0,43.0,1
1637,6,0,0,11.0,30.0,1,0,0,3.0,1,0,0,10.0,2.0,0,1.0,65.0,0
1639,7,0,0,3.0,64.0,1,3,0,4.0,0,1,0,11.0,3.0,3,1.0,69.0,1
1640,1,2,1,4.0,41.0,1,0,3,4.0,1,1,0,11.0,2.0,1,3.0,94.0,1
1641,1,2,1,7.0,52.0,0,3,1,1.0,0,0,0,11.0,0.0,0,0.0,64.0,1
1642,3,0,0,9.0,43.0,0,0,3,1.0,1,1,0,10.0,0.0,0,1.0,64.0,0
1643,12,0,1,12.0,63.0,1,0,0,3.0,1,0,0,11.0,2.0,3,1.0,100.0,1
1644,8,0,1,13.0,34.0,1,2,2,5.0,1,0,0,10.0,2.0,1,0.0,71.0,0
1646,6,0,0,10.0,49.0,1,1,0,4.0,1,1,0,11.0,0.0,2,0.0,71.0,0
1647,12,0,1,4.0,68.0,0,0,0,3.0,0,1,0,10.0,1.0,3,2.0,61.0,1
1648,6,0,0,4.0,68.0,1,0,3,1.0,1,0,0,11.0,3.0,3,1.0,43.0,1
1651,8,0,0,3.0,45.0,0,0,0,4.0,1,0,0,13.0,1.0,1,2.0,71.0,1
1652,0,1,1,6.0,35.0,0,0,3,3.0,0,0,0,12.0,2.0,2,4.0,82.0,1
1653,5,2,1,4.0,78.0,1,1,2,4.0,1,1,0,11.0,0.0,0,2.0,54.0,1
1654,13,1,1,11.0,49.0,1,2,2,4.0,0,1,0,11.0,2.0,3,1.0,40.0,0
1655,9,0,0,5.0,49.0,1,1,2,1.0,1,1,0,13.0,4.0,3,1.0,68.0,1
1656,5,2,1,8.0,70.0,1,0,0,0.0,1,1,0,12.0,2.0,0,2.0,67.0,1
1657,12,0,1,5.0,85.0,1,3,3,4.0,0,1,0,14.0,3.0,1,1.0,60.0,0
1658,5,2,1,13.0,65.0,0,1,3,2.0,1,1,1,13.0,2.0,2,1.0,75.0,0
1659,4,2,0,6.0,53.0,1,0,0,4.0,1,0,0,13.0,2.0,0,0.0,51.0,1
1660,3,1,0,10.0,61.0,1,0,1,1.0,0,1,0,14.0,1.0,1,0.0,83.0,0
1661,8,0,1,11.0,71.0,1,1,3,4.0,0,0,0,10.0,2.0,0,0.0,51.0,0
1662,14,2,1,5.0,50.0,0,3,2,3.0,0,0,0,8.0,2.0,3,0.0,70.0,1
1663,4,2,1,6.0,46.0,1,2,1,1.0,0,1,0,11.0,1.0,1,4.0,56.0,1
1664,10,0,0,9.0,62.0,1,1,1,2.0,0,1,0,13.0,2.0,0,0.0,68.0,0
1665,9,0,0,12.0,69.0,0,2,2,5.0,0,0,0,11.0,1.0,3,1.0,55.0,1
1666,13,1,0,1.0,50.0,1,3,2,1.0,1,0,0,10.0,1.0,2,1.0,64.0,1
1667,3,1,1,4.0,42.0,1,2,1,3.0,1,1,0,10.0,2.0,1,2.0,70.0,1
1668,14,2,1,7.0,65.0,1,3,3,3.0,0,0,0,11.0,2.0,0,2.0,66.0,1
1669,12,0,0,8.0,49.0,1,2,3,2.0,0,1,0,12.0,3.0,1,2.0,43.0,1
1670,3,1,0,1.0,66.0,1,2,1,3.0,1,0,0,11.0,2.0,3,4.0,44.0,1
1671,2,1,1,8.0,25.0,0,3,2,2.0,0,1,0,11.0,0.0,3,1.0,54.0,1
1673,10,0,0,13.0,43.0,0,1,0,0.0,0,0,0,14.0,1.0,3,1.0,65.0,1
1674,10,0,0,4.0,52.0,1,2,2,2.0,0,1,1,9.0,1.0,1,2.0,45.0,0
1675,8,0,1,13.0,45.0,1,2,1,1.0,1,1,0,10.0,2.0,1,4.0,74.0,0
1676,8,0,1,12.0,57.0,1,0,0,3.0,0,1,0,9.0,0.0,3,0.0,40.0,0
1677,4,2,0,10.0,61.0,0,0,0,4.0,1,1,0,11.0,1.0,1,4.0,59.0,0
1678,6,0,1,1.0,83.0,1,0,3,1.0,1,1,0,10.0,1.0,1,2.0,63.0,0
1679,10,0,0,7.0,43.0,1,0,3,1.0,1,0,0,10.0,2.0,0,4.0,75.0,1
1680,3,0,1,1.0,46.0,1,3,0,5.0,0,1,0,8.0,0.0,2,4.0,48.0,0
1681,9,0,0,6.0,66.0,0,2,1,4.0,0,1,0,10.0,1.0,3,2.0,86.0,1
1682,13,1,1,8.0,48.0,1,1,3,0.0,0,1,0,14.0,2.0,3,1.0,58.0,0
1683,2,1,0,11.0,45.0,1,0,1,1.0,1,1,0,14.0,1.0,3,0.0,71.0,0
1684,0,1,0,7.0,41.0,0,0,3,3.0,0,1,1,12.0,1.0,0,2.0,71.0,1
1685,12,0,0,2.0,69.0,1,0,0,3.0,0,1,0,12.0,2.0,3,1.0,50.0,1
1686,14,2,0,9.0,57.0,1,0,0,0.0,1,0,0,11.0,2.0,3,1.0,45.0,1
1687,11,2,0,3.0,33.0,1,0,0,6.0,1,1,0,10.0,2.0,3,2.0,49.0,1
1688,5,2,0,4.0,41.0,1,2,3,2.0,1,0,0,10.0,3.0,3,1.0,64.0,1
1689,8,0,0,9.0,33.0,1,0,0,4.0,0,1,0,11.0,2.0,3,1.0,67.0,0
1691,3,1,1,6.0,60.0,1,0,0,0.0,0,0,0,11.0,1.0,0,2.0,55.0,1
1692,13,1,1,8.0,51.0,1,0,2,1.0,0,0,0,11.0,0.0,0,1.0,62.0,1
1693,13,1,0,5.0,39.0,1,1,0,2.0,0,1,0,11.0,2.0,1,0.0,44.0,0
1694,11,2,1,10.0,45.0,1,0,0,4.0,0,0,0,9.0,3.0,3,2.0,63.0,1
1695,9,0,1,7.0,48.0,1,3,0,4.0,1,0,0,10.0,1.0,3,1.0,78.0,1
1696,6,0,1,3.0,39.0,1,3,0,0.0,1,0,0,12.0,2.0,3,1.0,75.0,1
1698,10,0,1,11.0,47.0,0,2,3,1.0,1,1,0,9.0,1.0,1,2.0,65.0,0
1699,13,1,0,8.0,51.0,0,0,2,5.0,1,1,0,10.0,1.0,1,2.0,72.0,1
1701,13,1,1,2.0,42.0,1,1,0,4.0,0,1,0,11.0,0.0,1,1.0,57.0,1
1702,4,2,0,7.0,68.0,1,0,0,4.0,1,1,1,11.0,2.0,3,0.0,82.0,0
1703,1,2,0,12.0,51.0,0,0,3,2.0,0,0,0,10.0,1.0,3,1.0,57.0,1
1704,14,2,0,9.0,53.0,1,2,2,1.0,1,0,1,10.0,1.0,3,1.0,64.0,1
1705,8,0,1,3.0,55.0,0,0,1,2.0,1,1,0,10.0,3.0,3,1.0,81.0,1
1706,1,2,1,12.0,32.0,1,1,1,3.0,1,1,0,11.0,1.0,0,1.0,73.0,0
1707,5,0,1,5.0,83.0,0,2,2,1.0,1,1,0,11.0,2.0,3,2.0,85.0,1
1708,12,0,0,6.0,38.0,0,1,1,3.0,0,0,0,13.0,3.0,3,1.0,81.0,1
1709,10,0,0,12.0,47.0,0,2,1,3.0,1,0,0,12.0,1.0,3,2.0,55.0,1
1710,13,0,0,6.0,50.0,1,0,1,2.0,0,0,0,8.0,1.0,3,0.0,57.0,1
1711,5,2,1,3.0,44.0,1,1,3,2.0,1,0,0,10.0,3.0,2,3.0,59.0,1
1712,1,2,0,5.0,54.0,0,2,1,0.0,0,0,0,11.0,2.0,3,1.0,60.0,1
1713,9,0,1,10.0,54.0,1,1,0,3.0,0,0,0,12.0,1.0,3,1.0,61.0,1
1714,9,0,0,9.0,69.0,0,1,1,3.0,1,0,0,11.0,3.0,3,1.0,86.0,1
1715,6,0,0,4.0,28.0,0,0,3,2.0,1,0,1,14.0,0.0,0,0.0,64.0,0
1716,13,1,1,3.0,56.0,1,1,1,1.0,1,1,0,13.0,0.0,2,1.0,63.0,1
1717,10,0,1,5.0,30.0,1,0,2,1.0,1,1,0,12.0,1.0,1,1.0,78.0,1
1718,5,2,1,12.0,47.0,1,3,1,2.0,1,1,0,11.0,2.0,1,1.0,50.0,1
1719,2,1,0,9.0,30.0,1,1,0,3.0,0,0,0,10.0,1.0,3,1.0,76.0,1
1720,12,0,0,8.0,43.0,1,2,3,1.0,1,0,0,11.0,3.0,3,3.0,53.0,1
1721,4,2,1,9.0,48.0,1,1,0,2.0,0,0,0,8.0,1.0,3,2.0,77.0,1
1722,3,0,1,6.0,56.0,1,2,1,2.0,1,1,0,13.0,1.0,3,2.0,89.0,1
1723,6,0,0,3.0,70.0,0,1,2,2.0,1,0,0,12.0,1.0,3,0.0,64.0,1
1724,1,2,0,6.0,70.0,1,1,1,3.0,1,0,0,11.0,3.0,2,4.0,47.0,1
1725,4,2,1,12.0,52.0,1,2,2,3.0,0,1,0,13.0,2.0,3,0.0,47.0,0
1726,4,2,1,8.0,51.0,1,0,3,4.0,0,1,0,13.0,3.0,1,0.0,82.0,1
1727,11,2,1,4.0,72.0,0,0,2,3.0,1,0,0,12.0,1.0,1,1.0,47.0,1
1728,13,1,0,3.0,61.0,1,0,3,3.0,0,1,0,13.0,1.0,1,0.0,45.0,0
1729,3,1,1,7.0,60.0,1,3,3,2.0,1,0,0,11.0,1.0,0,1.0,67.0,1
1730,11,2,1,11.0,49.0,0,0,0,2.0,0,0,0,10.0,1.0,2,0.0,64.0,0
1731,13,1,1,4.0,51.0,1,3,0,2.0,0,1,0,11.0,0.0,1,4.0,50.0,1
1732,13,1,1,5.0,52.0,0,0,0,3.0,1,0,0,12.0,3.0,0,1.0,62.0,1
1733,0,1,0,6.0,52.0,1,3,3,1.0,1,1,0,11.0,1.0,3,2.0,46.0,1
1734,3,1,0,1.0,46.0,0,0,2,2.0,0,1,0,12.0,1.0,1,2.0,74.0,1
1735,9,0,0,7.0,67.0,0,0,1,3.0,0,1,1,12.0,0.0,3,2.0,43.0,1
1736,5,2,1,12.0,22.0,1,3,3,3.0,1,1,0,12.0,2.0,2,2.0,62.0,0
1737,11,0,0,7.0,50.0,0,0,2,2.0,1,1,0,12.0,1.0,1,4.0,81.0,1
1739,7,0,1,6.0,57.0,1,0,3,2.0,1,0,0,10.0,0.0,1,1.0,68.0,1
1740,0,1,0,11.0,50.0,1,0,0,4.0,1,1,0,11.0,1.0,3,1.0,61.0,0
1741,11,2,1,2.0,38.0,1,2,0,2.0,1,0,0,9.0,1.0,1,0.0,63.0,1
1742,14,2,1,7.0,44.0,1,0,1,0.0,0,1,0,12.0,2.0,2,1.0,64.0,1
1743,4,2,1,1.0,41.0,1,0,3,4.0,0,0,0,13.0,1.0,2,0.0,50.0,0
1744,12,0,1,13.0,32.0,0,1,2,0.0,1,0,0,8.0,2.0,3,2.0,78.0,1
1745,4,2,0,13.0,50.0,0,2,2,2.0,0,0,0,9.0,1.0,3,2.0,53.0,1
1746,4,2,0,5.0,67.0,1,0,2,4.0,0,0,0,14.0,4.0,1,4.0,80.0,1
1747,3,1,1,4.0,40.0,1,3,1,2.0,0,0,1,12.0,2.0,3,3.0,40.0,1
1748,8,0,1,10.0,42.0,1,2,2,3.0,1,0,0,12.0,2.0,0,0.0,50.0,1
1749,6,0,0,10.0,74.0,0,0,1,1.0,1,0,0,14.0,2.0,3,2.0,39.0,1
1750,2,1,0,13.0,44.0,0,0,1,5.0,0,1,0,13.0,1.0,1,2.0,64.0,1
1751,6,0,0,7.0,31.0,1,2,2,3.0,1,1,0,10.0,3.0,2,4.0,65.0,1
1752,3,1,1,6.0,56.0,1,0,3,3.0,1,1,0,12.0,1.0,3,2.0,62.0,1
1753,0,1,1,5.0,10.0,1,0,2,3.0,1,1,0,11.0,2.0,3,2.0,49.0,1
1754,1,2,1,4.0,49.0,0,1,3,0.0,0,0,0,10.0,1.0,3,1.0,59.0,1
1755,12,0,0,13.0,50.0,1,0,3,3.0,0,0,0,8.0,1.0,3,1.0,38.0,1
1756,12,0,0,3.0,46.0,1,0,1,3.0,0,0,0,12.0,0.0,2,0.0,54.0,1
1757,9,0,0,8.0,66.0,0,0,3,4.0,0,0,0,13.0,1.0,2,0.0,38.0,1
1758,14,2,1,10.0,74.0,0,3,2,2.0,0,1,0,10.0,0.0,2,0.0,61.0,1
1759,8,0,1,7.0,41.0,1,0,2,1.0,0,1,0,10.0,3.0,1,1.0,55.0,1
1760,1,2,0,1.0,48.0,1,0,0,3.0,0,0,0,14.0,0.0,0,2.0,94.0,0
1762,10,0,1,1.0,64.0,1,2,3,3.0,0,0,0,13.0,3.0,3,3.0,67.0,1
1763,8,0,0,12.0,74.0,1,1,0,2.0,1,0,1,13.0,1.0,3,2.0,78.0,0
1764,6,0,0,3.0,60.0,1,1,2,3.0,0,0,0,11.0,1.0,3,2.0,89.0,1
1765,10,0,1,2.0,70.0,1,2,3,2.0,1,0,0,11.0,1.0,3,3.0,82.0,1
1766,6,0,0,6.0,48.0,0,3,3,1.0,0,0,0,10.0,1.0,1,2.0,68.0,1
1767,9,0,1,12.0,18.0,0,2,2,3.0,0,0,0,11.0,1.0,2,1.0,42.0,0
1768,0,1,0,3.0,69.0,0,1,2,4.0,1,1,1,11.0,1.0,0,1.0,72.0,1
1769,12,0,1,3.0,60.0,1,1,2,2.0,0,0,0,13.0,2.0,2,0.0,75.0,1
1770,13,1,0,6.0,61.0,0,0,1,2.0,0,1,0,9.0,0.0,3,0.0,58.0,1
1771,2,1,0,10.0,26.0,0,0,1,1.0,1,1,0,11.0,2.0,3,1.0,65.0,1
1772,10,0,1,8.0,59.0,0,0,0,2.0,0,1,0,10.0,2.0,0,1.0,45.0,1
1773,14,2,1,6.0,48.0,1,0,0,3.0,1,0,0,12.0,1.0,0,2.0,43.0,1
1774,12,0,1,11.0,79.0,1,1,2,2.0,1,0,0,12.0,2.0,3,1.0,64.0,1
1775,4,2,0,4.0,62.0,1,2,2,4.0,0,0,0,14.0,2.0,2,3.0,77.0,1
1776,13,1,0,5.0,48.0,0,1,0,3.0,0,0,0,12.0,2.0,3,0.0,72.0,1
1777,14,2,1,5.0,43.0,1,1,1,2.0,1,0,0,12.0,3.0,3,1.0,39.0,1
1778,1,2,1,7.0,67.0,0,0,3,3.0,1,1,0,12.0,1.0,3,1.0,70.0,1
1779,3,2,0,1.0,42.0,0,2,1,4.0,0,1,0,12.0,2.0,2,1.0,43.0,1
1780,5,2,0,13.0,78.0,1,0,0,1.0,1,1,0,10.0,1.0,3,1.0,64.0,0
1781,8,0,0,12.0,39.0,0,0,2,2.0,1,1,0,12.0,2.0,3,1.0,71.0,1
1782,7,0,0,1.0,40.0,1,0,1,5.0,0,0,0,12.0,0.0,0,0.0,64.0,1
1783,6,0,0,10.0,50.0,1,0,3,2.0,1,0,0,13.0,2.0,3,2.0,71.0,1
1784,3,1,0,7.0,19.0,0,2,2,3.0,0,1,0,10.0,0.0,2,2.0,65.0,0
1785,6,0,0,10.0,71.0,1,0,3,2.0,0,0,0,11.0,1.0,2,2.0,37.0,1
1786,6,0,1,12.0,75.0,1,3,3,1.0,0,1,0,14.0,2.0,0,1.0,99.0,1
1787,0,1,1,5.0,57.0,1,2,0,1.0,0,1,0,9.0,1.0,1,3.0,64.0,0
1788,9,0,1,7.0,65.0,1,2,1,4.0,0,1,0,12.0,1.0,2,0.0,70.0,1
1789,2,1,1,10.0,69.0,0,2,1,4.0,1,0,0,12.0,1.0,0,2.0,86.0,1
1790,3,1,1,7.0,57.0,1,0,1,2.0,1,0,0,10.0,1.0,2,3.0,82.0,1
1791,8,0,0,8.0,36.0,0,0,0,2.0,1,0,0,9.0,1.0,3,0.0,61.0,1
1792,13,1,1,11.0,57.0,1,2,3,3.0,0,1,0,10.0,2.0,3,3.0,64.0,0
1793,11,2,0,3.0,57.0,0,0,1,3.0,0,0,0,10.0,2.0,3,2.0,60.0,1
1794,9,0,0,3.0,81.0,0,2,0,1.0,0,1,0,13.0,1.0,3,3.0,30.0,0
1795,13,1,0,11.0,68.0,1,3,0,3.0,0,1,0,11.0,2.0,0,0.0,82.0,0
1796,3,1,0,13.0,49.0,1,1,0,3.0,0,0,0,12.0,3.0,3,2.0,68.0,1
1797,10,0,1,5.0,63.0,1,3,3,5.0,1,0,0,12.0,1.0,1,3.0,65.0,1
1798,10,0,0,11.0,67.0,1,1,0,4.0,0,1,1,11.0,2.0,3,1.0,48.0,0
1799,9,0,0,3.0,48.0,1,0,3,1.0,0,1,0,12.0,0.0,3,0.0,100.0,0
1800,7,0,0,8.0,35.0,1,1,0,1.0,1,0,0,11.0,3.0,0,1.0,42.0,1
1801,14,2,1,1.0,57.0,1,1,1,2.0,1,0,0,12.0,1.0,2,1.0,72.0,1
1802,8,0,1,13.0,46.0,1,0,0,3.0,1,1,0,11.0,1.0,3,1.0,65.0,0
1803,12,0,0,10.0,52.0,1,1,1,5.0,1,1,0,13.0,3.0,1,1.0,56.0,0
1804,8,0,0,5.0,33.0,1,1,0,2.0,1,1,0,12.0,1.0,2,1.0,89.0,0
1805,5,2,1,6.0,36.0,0,3,0,2.0,1,0,0,11.0,1.0,3,1.0,66.0,1
1807,13,1,0,4.0,76.0,1,0,3,3.0,1,0,0,11.0,1.0,3,3.0,45.0,1
1808,7,0,0,3.0,62.0,1,2,2,5.0,0,0,0,11.0,2.0,0,0.0,83.0,1
1809,11,2,0,10.0,34.0,1,0,0,2.0,0,0,0,12.0,2.0,3,2.0,38.0,1
1810,14,2,1,11.0,56.0,1,0,0,1.0,1,0,1,8.0,2.0,3,0.0,58.0,0
1811,5,2,1,4.0,53.0,1,1,1,2.0,0,1,0,9.0,1.0,0,0.0,31.0,1
1812,5,2,0,5.0,68.0,1,2,1,2.0,0,0,0,10.0,2.0,3,0.0,71.0,1
1813,3,1,0,1.0,42.0,1,3,2,4.0,0,1,0,10.0,3.0,3,4.0,41.0,1
1814,0,1,0,13.0,44.0,1,2,1,5.0,0,1,0,14.0,2.0,3,4.0,96.0,1
1815,14,2,0,1.0,55.0,0,2,3,1.0,1,1,0,12.0,0.0,1,1.0,35.0,0
1816,0,1,1,9.0,63.0,1,1,3,2.0,0,1,1,10.0,3.0,1,2.0,51.0,0
1817,2,1,1,2.0,74.0,1,2,0,4.0,0,1,0,12.0,1.0,3,2.0,50.0,0
1818,13,1,0,12.0,35.0,1,0,3,2.0,1,1,0,11.0,3.0,1,1.0,51.0,1
1819,9,0,0,2.0,48.0,1,0,3,0.0,1,0,0,12.0,1.0,3,1.0,92.0,1
1820,4,2,0,8.0,43.0,1,2,2,2.0,0,1,0,11.0,1.0,0,1.0,72.0,1
1822,11,2,1,5.0,57.0,0,0,2,1.0,1,1,1,8.0,3.0,3,0.0,39.0,0
1823,4,2,0,10.0,52.0,1,0,3,2.0,0,0,0,8.0,2.0,3,3.0,86.0,1
1824,7,0,1,2.0,36.0,0,3,2,1.0,1,1,0,13.0,2.0,3,2.0,58.0,1
1825,4,2,1,2.0,67.0,1,3,1,2.0,1,0,0,10.0,0.0,0,4.0,82.0,1
1826,14,2,1,6.0,19.0,0,0,0,2.0,1,1,0,11.0,2.0,2,2.0,92.0,0
1827,12,0,0,8.0,30.0,1,0,3,0.0,1,1,0,11.0,1.0,3,4.0,91.0,1
1828,0,1,1,11.0,72.0,1,1,2,2.0,1,1,0,12.0,2.0,3,2.0,64.0,0
1829,3,1,1,5.0,32.0,1,3,3,3.0,1,1,0,13.0,1.0,0,0.0,71.0,0
1830,4,2,1,6.0,64.0,0,3,1,1.0,0,0,1,12.0,1.0,2,0.0,78.0,1
1831,1,2,0,11.0,33.0,1,0,2,1.0,0,1,0,9.0,0.0,0,3.0,40.0,1
1832,5,2,1,9.0,15.0,1,0,3,3.0,0,1,0,11.0,2.0,1,1.0,51.0,0
1833,10,0,0,4.0,35.0,1,3,3,2.0,0,1,0,11.0,1.0,0,2.0,53.0,1
1834,11,2,0,2.0,36.0,1,0,2,1.0,1,1,0,13.0,2.0,0,0.0,77.0,1
1835,0,1,1,12.0,43.0,1,0,0,2.0,0,1,0,10.0,2.0,1,2.0,59.0,1
1836,3,2,0,8.0,43.0,1,0,1,0.0,1,1,0,11.0,1.0,1,1.0,79.0,1
1837,3,1,0,13.0,55.0,1,0,1,3.0,0,1,0,13.0,3.0,3,1.0,62.0,1
1838,3,1,0,3.0,61.0,0,2,0,2.0,0,0,0,10.0,2.0,2,1.0,57.0,1
1839,0,1,1,4.0,67.0,1,2,2,2.0,1,0,0,10.0,1.0,2,2.0,57.0,1
1840,13,1,0,2.0,45.0,1,3,0,5.0,0,1,0,12.0,1.0,1,1.0,64.0,1
1841,13,1,1,3.0,41.0,0,3,1,6.0,0,0,0,12.0,3.0,2,1.0,66.0,1
1842,3,1,1,10.0,66.0,1,0,0,4.0,0,0,0,10.0,3.0,3,1.0,40.0,0
1843,0,1,0,11.0,48.0,1,0,0,2.0,1,0,0,12.0,2.0,3,1.0,61.0,0
1844,8,0,1,5.0,55.0,1,2,0,3.0,1,0,0,10.0,3.0,2,1.0,55.0,1
1845,9,0,1,7.0,70.0,1,1,1,3.0,1,0,0,11.0,1.0,3,0.0,61.0,1
1846,10,0,1,12.0,43.0,0,0,3,2.0,1,1,0,12.0,2.0,1,0.0,52.0,0
1847,13,1,1,4.0,50.0,1,0,0,2.0,0,0,0,13.0,0.0,2,1.0,80.0,1
1848,5,2,0,2.0,59.0,1,0,0,1.0,0,1,0,8.0,1.0,3,1.0,60.0,1
1849,9,0,1,10.0,33.0,1,3,0,4.0,1,0,0,13.0,2.0,1,3.0,63.0,1
1850,12,0,0,12.0,53.0,1,3,1,3.0,0,1,0,10.0,1.0,3,3.0,74.0,1
1851,2,1,0,9.0,43.0,0,0,1,2.0,0,1,0,12.0,1.0,1,0.0,92.0,0
1853,0,1,1,8.0,27.0,1,0,0,3.0,0,0,0,9.0,1.0,0,3.0,43.0,1
1854,0,1,0,9.0,34.0,0,0,3,2.0,0,0,0,8.0,2.0,0,0.0,73.0,0
1855,1,2,0,12.0,76.0,1,2,3,2.0,0,1,0,12.0,3.0,3,4.0,44.0,0
1856,3,1,0,1.0,44.0,1,0,3,5.0,0,0,0,10.0,3.0,3,2.0,63.0,1
1857,14,2,1,3.0,76.0,1,3,1,3.0,1,1,0,11.0,2.0,3,3.0,57.0,1
1858,9,0,1,3.0,23.0,1,0,2,4.0,1,0,0,8.0,1.0,0,3.0,62.0,1
1859,2,1,1,2.0,32.0,0,3,1,5.0,0,1,0,9.0,0.0,3,0.0,57.0,1
1860,0,1,1,12.0,38.0,1,3,2,3.0,0,1,0,13.0,0.0,3,0.0,62.0,1
1861,5,2,0,5.0,47.0,0,1,1,3.0,1,0,0,13.0,1.0,3,2.0,67.0,1
1862,14,2,1,11.0,50.0,0,0,3,0.0,1,0,0,11.0,3.0,1,1.0,83.0,1
1863,9,0,0,3.0,62.0,1,1,2,0.0,1,0,0,11.0,2.0,3,2.0,86.0,1
1864,9,0,0,8.0,64.0,0,0,2,1.0,0,0,0,8.0,2.0,2,1.0,75.0,1
1865,9,0,1,10.0,28.0,1,0,0,2.0,1,0,0,11.0,1.0,2,1.0,60.0,0
1866,3,1,1,10.0,56.0,0,0,0,1.0,1,1,0,12.0,1.0,2,4.0,52.0,1
1868,11,2,1,2.0,56.0,1,2,3,2.0,1,0,0,11.0,1.0,1,3.0,64.0,1
1869,4,2,1,7.0,62.0,1,0,0,3.0,0,0,0,12.0,1.0,0,1.0,84.0,1
1870,1,2,1,2.0,69.0,1,2,0,4.0,1,0,0,12.0,0.0,1,3.0,57.0,1
1871,8,0,1,10.0,58.0,1,0,3,4.0,0,0,0,9.0,0.0,3,2.0,64.0,1
1872,5,2,0,6.0,54.0,1,0,1,4.0,1,1,0,11.0,0.0,0,1.0,57.0,1
1873,7,0,0,10.0,10.0,0,2,2,3.0,0,1,0,11.0,2.0,0,3.0,80.0,0
1874,10,0,1,12.0,49.0,1,0,0,2.0,1,1,0,11.0,2.0,3,1.0,63.0,0
1875,2,1,1,2.0,70.0,1,0,3,3.0,0,0,0,11.0,3.0,3,0.0,64.0,1
1876,12,0,1,7.0,53.0,0,0,2,5.0,1,1,0,10.0,1.0,1,1.0,92.0,1
1877,0,1,0,12.0,52.0,1,2,1,3.0,0,0,0,11.0,3.0,3,2.0,80.0,1
1878,13,1,1,3.0,29.0,1,2,3,2.0,1,0,0,8.0,2.0,1,2.0,67.0,1
1879,1,2,0,1.0,49.0,0,1,3,2.0,1,1,0,9.0,1.0,3,1.0,51.0,0
1880,12,0,0,6.0,48.0,0,3,3,4.0,0,1,1,10.0,2.0,0,2.0,61.0,1
1881,10,0,1,10.0,31.0,0,0,3,3.0,0,1,0,12.0,1.0,1,2.0,61.0,1
1882,2,1,1,13.0,41.0,0,1,1,4.0,1,0,0,10.0,1.0,1,1.0,69.0,1
1883,14,2,1,3.0,45.0,1,3,3,4.0,0,0,0,11.0,1.0,2,3.0,31.0,1
1884,13,1,0,13.0,16.0,1,2,1,3.0,0,1,0,11.0,2.0,3,1.0,57.0,0
1885,9,0,0,5.0,43.0,1,1,0,2.0,0,1,0,12.0,2.0,3,2.0,59.0,0
1886,4,2,1,12.0,56.0,1,1,1,3.0,0,0,0,10.0,1.0,1,1.0,44.0,1
1887,1,2,0,6.0,74.0,1,3,0,3.0,1,1,0,9.0,2.0,3,0.0,63.0,0
1888,8,0,0,4.0,57.0,1,2,1,1.0,1,0,0,11.0,0.0,0,1.0,57.0,1
1889,10,0,1,6.0,49.0,1,2,3,3.0,1,0,0,9.0,0.0,3,2.0,63.0,1
1890,7,0,0,8.0,53.0,1,3,2,3.0,1,0,0,12.0,3.0,2,0.0,60.0,1
1891,5,2,0,10.0,62.0,0,0,2,3.0,0,1,0,11.0,2.0,2,2.0,64.0,1
